grid_id,lat,lng,crime_count,women_crime,children_crime,population,atm_count,market_density,lighting_index,police_patrol,risk_label,area
86,28.63854803640513,77.37892512657224,7,1,0,4846,6,4,0.6736631512631259,3,1,Muradnagar
87,28.630214778937344,77.34206131938633,12,2,0,1075,0,0,0.8358143281353996,2,1,Indirapuram
88,28.637363961511223,77.41336672007792,1,0,0,1534,1,4,0.8409474425809706,2,0,Kaushambi
89,28.71997369854295,77.43055641168947,2,0,0,2698,9,1,0.8284408785758623,2,0,Rajendra Nagar
90,28.720270010601777,77.43693677171107,2,0,0,2475,3,2,0.324328236883891,4,0,Rajendra Nagar
91,28.728032786893188,77.43769156388163,5,0,0,994,0,3,0.3299344675805534,4,1,Rajendra Nagar
92,28.67669606331356,77.4186987057362,0,2,0,817,9,1,0.8566129674410787,1,0,Shastri Nagar
93,28.60357539888238,77.38949503382243,1,0,0,1036,3,3,0.3826420833387104,2,0,Vaishali
94,28.724858765718054,77.33567670473393,1,0,0,1816,4,2,0.4234055680315729,2,0,Wave City
95,28.672828597106065,77.4908906795118,16,2,0,2463,9,3,0.5844780853403948,4,1,Kavi Nagar
96,28.699185407922027,77.4056038477958,1,0,0,4410,8,4,0.6318780904172641,4,0,Shastri Nagar
97,28.73785632892491,77.43426859156637,3,0,0,2261,3,1,0.2022408791685274,2,0,Rajendra Nagar
98,28.61454788953034,77.47868358114016,0,0,0,4028,3,2,0.916275685383552,1,0,Raj Nagar
99,28.72055842594647,77.47258809976434,0,0,0,4113,6,1,0.849329972535019,1,0,Pratap Vihar
100,28.7030203221316,77.44086530318475,0,0,0,3626,8,3,0.3931525087189677,2,0,Shastri Nagar
101,28.723875393813064,77.47604081937114,0,0,0,3142,7,2,0.4348644531915117,1,0,Pratap Vihar
102,28.693066102022264,77.3477969547531,2,0,0,3479,6,4,0.2857005517693694,4,0,Crossings Republik
103,28.67922275743075,77.41597540123614,1,0,0,620,2,1,0.8580456891678951,4,0,Shastri Nagar
104,28.66937233588951,77.44721954822109,0,0,0,2918,7,1,0.3715570525824678,3,0,Modinagar
105,28.698030011465796,77.41487040677897,0,0,0,1927,2,0,0.4959729303352102,3,0,Shastri Nagar
106,28.64317906663884,77.48619989310677,2,0,0,777,8,3,0.5804785179063023,0,0,Kavi Nagar
107,28.732587818986516,77.34745286540056,14,1,0,2950,2,3,0.379473397834817,3,1,Wave City
108,28.72846634570674,77.47763415770353,1,0,0,1464,8,4,0.7732834261534398,2,0,Pratap Vihar
109,28.6641396799589,77.43210526823106,0,0,0,886,1,3,0.2743690133948786,2,0,Modinagar
110,28.65745956381935,77.44487279014271,2,0,0,4176,7,1,0.6319801752739418,1,0,Modinagar
111,28.68245866388876,77.31424421901879,0,1,0,2247,5,0,0.6747854759034653,4,0,Crossings Republik
112,28.72570894016679,77.46803248638709,2,0,0,1086,3,0,0.5065040499445159,4,0,Pratap Vihar
113,28.631350123027477,77.4100194791237,3,0,0,3938,3,4,0.2663625498711515,1,0,Kaushambi
114,28.692557137806016,77.36852688364209,1,0,0,1422,7,2,0.2792353355721675,0,0,Govindpuram
115,28.711335256576845,77.33562875413104,1,0,0,4046,4,3,0.8787462911206776,1,0,Crossings Republik
116,28.694530795815503,77.4754543308448,1,0,0,3886,4,2,0.3002228558314928,1,0,Nehru Nagar
117,28.61464774202425,77.43088754953247,0,0,0,4444,9,1,0.7994002515198426,0,0,Kaushambi
118,28.73805226745017,77.48149076230844,3,0,0,940,0,4,0.4654973531055678,3,0,Pratap Vihar
119,28.72404516819242,77.3504047284745,2,0,0,3190,4,0,0.772167890325753,3,0,Mohan Nagar
120,28.67890484962208,77.37159103160049,1,0,0,831,3,3,0.6497793101513589,0,0,Govindpuram
121,28.67793003368797,77.37179973656559,0,0,0,1224,9,0,0.9996556950610204,3,0,Govindpuram
122,28.69135984534465,77.33714732927048,0,0,0,2200,7,3,0.5029122238482246,4,0,Crossings Republik
123,28.72289840308731,77.33022716156927,1,0,0,1136,8,2,0.8340696746798955,2,0,Wave City
124,28.67026801984449,77.44976131800813,0,0,0,2879,1,3,0.4622620448589764,4,0,Modinagar
125,28.704549543694583,77.30437353808883,4,0,0,648,9,0,0.5080135882827483,3,0,Crossings Republik
126,28.6802497379214,77.37824400204465,11,2,0,4779,5,0,0.9155586216717309,1,1,Govindpuram
127,28.644156524941845,77.3121199277819,3,0,0,1899,9,1,0.8300049382551684,2,0,Loni
128,28.610446033211588,77.34654811969195,10,2,0,3477,7,2,0.5561844087307848,1,1,Indirapuram
129,28.655086219009718,77.43220400773113,2,0,1,1930,2,4,0.5071095591221642,4,0,Modinagar
130,28.70754893846925,77.42152208642452,10,2,0,4894,4,3,0.5517304889602437,3,1,Shastri Nagar
131,28.69391357134048,77.35968472955737,1,0,0,1917,8,1,0.6515636234386104,4,0,Govindpuram
132,28.656771269370186,77.33491297270209,12,1,0,2010,7,1,0.3573274967046486,2,1,Loni
133,28.616483329544177,77.31518644047668,0,0,0,4295,2,2,0.7090046449828724,3,0,Indirapuram
134,28.69140138625049,77.49839600462967,0,0,0,4254,8,1,0.6913452278869983,4,0,Nehru Nagar
135,28.66399257628205,77.304189943011,1,0,0,1576,9,2,0.5189837461232012,1,0,Loni
136,28.66166027230473,77.32918252601499,1,0,0,4474,1,3,0.3977439577449935,4,0,Loni
137,28.663232889561893,77.47955531575924,1,1,0,2219,6,2,0.3273675430556853,4,0,Kavi Nagar
138,28.69264995988744,77.4097475449207,0,0,0,2059,7,2,0.4955246510241693,3,0,Shastri Nagar
139,28.64787256273465,77.3030888221533,1,0,0,1667,5,4,0.537861409814573,2,0,Loni
140,28.690373734081344,77.32668433076819,1,0,0,1694,1,2,0.3842491324082251,0,0,Crossings Republik
141,28.733808203748023,77.35191005695273,0,0,0,995,5,4,0.8542212484051446,0,0,Mohan Nagar
142,28.64670495266471,77.4430359370131,3,0,0,2715,5,4,0.5036476206165792,0,0,Modinagar
143,28.66000177473358,77.36949203294834,2,0,0,945,6,0,0.2733457143273615,1,0,Muradnagar
144,28.72251750877514,77.48097743970979,0,0,0,4648,3,1,0.3922223903874217,0,0,Pratap Vihar
145,28.691556118524367,77.39997725654683,1,0,0,3728,9,4,0.6541533634450074,0,0,Govindpuram
146,28.706496894177658,77.38137150399561,3,0,0,2784,1,2,0.4807406624562572,3,0,Govindpuram
147,28.64149643912589,77.40963787866407,1,0,0,3018,1,1,0.8452937307356927,3,0,Modinagar
148,28.74796838986376,77.346909956451,1,0,0,1634,7,2,0.6901958570474656,0,0,Wave City
149,28.69955788119322,77.35654439262342,2,0,0,3751,6,0,0.4163462463409674,0,0,Govindpuram
150,28.65199277417416,77.40165927336135,2,0,0,2471,5,3,0.8122942970934535,1,0,Modinagar
151,28.61211260777865,77.34191382276823,2,0,0,1791,6,4,0.5475222676351821,0,0,Indirapuram
152,28.6205513989124,77.30522531122247,0,0,0,2129,8,1,0.9331467095282056,0,0,Indirapuram
153,28.688225380922585,77.3768157868698,1,0,0,2843,4,3,0.5424876384569712,1,0,Govindpuram
154,28.72427936418452,77.43431442251696,2,0,0,756,5,3,0.8002998647833413,1,0,Rajendra Nagar
155,28.68374305226593,77.35369137095448,1,0,0,1555,7,1,0.6603300298831869,4,0,Govindpuram
156,28.74228456417077,77.32219361821765,0,0,0,1754,3,2,0.521362682668583,4,0,Wave City
157,28.66138649682068,77.3067441259081,14,2,0,615,9,0,0.9854338434136728,4,1,Loni
158,28.68200123490861,77.47111689412439,1,0,0,2529,0,4,0.5778951140741082,1,0,Nehru Nagar
159,28.73426872575744,77.37128457097276,10,4,0,793,2,0,0.516845446171849,0,1,Mohan Nagar
160,28.69405083836961,77.4718886303445,12,1,0,2214,4,3,0.3094187304493508,2,1,Nehru Nagar
161,28.702839007736976,77.3026974381101,1,0,0,603,1,0,0.3042800452951272,2,0,Crossings Republik
162,28.71905707951249,77.38647507934873,4,0,0,3250,5,1,0.3664068156390352,1,0,Mohan Nagar
163,28.615649596274,77.3507483313815,0,0,0,3718,0,2,0.2577021830871153,3,0,Vaishali
164,28.722618972715207,77.45505621370313,9,2,0,2152,4,3,0.8579735139282996,1,1,Pratap Vihar
165,28.61221005022862,77.39195810458617,1,0,0,2611,5,3,0.2742468040767942,1,0,Vaishali
166,28.643448988655173,77.36217981186678,17,1,0,4089,9,2,0.5206230033600918,0,1,Muradnagar
167,28.66333779223557,77.41119717152853,1,0,0,1028,9,4,0.2371178364281214,4,0,Modinagar
168,28.697328039867003,77.32406990176894,4,0,0,1032,0,4,0.4900727073008222,3,0,Crossings Republik
169,28.7072794386368,77.32556538720605,1,0,0,1031,5,2,0.672110647588017,2,0,Crossings Republik
170,28.66765860117249,77.49353329843964,7,2,0,1027,9,0,0.9236155045824164,3,1,Kavi Nagar
171,28.680258779214103,77.38957586972347,1,0,1,2742,1,0,0.9120944731456246,0,0,Govindpuram
172,28.6388290960722,77.47713102086591,17,3,0,793,9,1,0.3363474466688966,0,1,Kavi Nagar
173,28.733958347595465,77.43425179397276,11,2,0,1414,8,0,0.7435685676011674,3,1,Rajendra Nagar
174,28.650806303909395,77.33114775606407,1,0,0,2008,9,4,0.654781658788328,3,0,Loni
175,28.622477785569576,77.45335381360182,2,0,0,4184,2,3,0.714155602283727,3,0,Raj Nagar
176,28.644258242052366,77.43083351195943,2,0,0,838,7,4,0.99564201165565,4,0,Modinagar
177,28.68459154797249,77.30088031094873,0,0,0,2592,9,0,0.4945850217858613,0,0,Crossings Republik
178,28.703545337473063,77.36188854678284,3,0,0,4245,8,3,0.2119728311042711,1,0,Govindpuram
179,28.7390453134316,77.4167366042958,2,0,0,3751,0,0,0.9784979175440104,1,0,Rajendra Nagar
180,28.71860652027388,77.35370225108925,1,0,0,1335,3,1,0.9199173469519152,4,0,Mohan Nagar
181,28.641924449215715,77.37817867820739,1,0,0,2995,2,3,0.805732675718146,0,0,Muradnagar
182,28.639496587874483,77.4701372922003,2,0,0,1127,6,4,0.5086492350973122,1,0,Kavi Nagar
183,28.73418036230378,77.34942631340277,1,0,0,4577,9,2,0.4501435696802038,4,0,Wave City
184,28.733222673393563,77.32566690041904,0,0,0,1947,4,4,0.636845799128001,2,0,Wave City
185,28.672671560684933,77.40081446914638,1,0,0,4560,9,4,0.2442889612189676,1,0,Modinagar
186,28.609033394723056,77.3524826235573,2,0,0,2560,3,1,0.9118343739386524,2,0,Vaishali
187,28.69082462886576,77.45693655185374,7,1,0,3062,4,2,0.9003725197636625,1,1,Nehru Nagar
188,28.69364367445565,77.31289600716542,1,0,0,1895,2,2,0.4810322383204526,4,0,Crossings Republik
189,28.615118187541,77.36903694110089,0,2,0,4382,3,1,0.7962123009523625,3,0,Vaishali
190,28.71303720129548,77.35858948768528,1,0,0,882,2,2,0.2652976935910611,4,0,Mohan Nagar
191,28.73300164621248,77.40045836343378,1,2,0,3753,8,2,0.4121663902113952,4,0,Rajendra Nagar
192,28.62190734210842,77.30073599326585,3,0,0,1083,4,3,0.4844218260189109,4,0,Indirapuram
193,28.737098512598443,77.34917023330846,1,0,0,3591,7,3,0.6681599018779718,1,0,Wave City
194,28.640250384137275,77.45032879973927,0,0,0,1469,8,1,0.6111457689131077,1,0,Kavi Nagar
195,28.684858899148782,77.31817347790208,15,3,0,3938,3,4,0.5640058042533294,4,1,Crossings Republik
196,28.72695226753947,77.32072406401883,4,0,0,4860,9,2,0.5216860527775655,3,0,Wave City
197,28.669879421996733,77.34012213511815,2,2,0,3440,7,3,0.6604265442746882,2,0,Loni
198,28.72628329917614,77.30775653455547,0,0,0,1591,0,3,0.553741956625853,0,0,Wave City
199,28.641482314984604,77.45655257662385,2,0,0,3733,5,2,0.2725644661051232,4,0,Kavi Nagar
200,28.71085795500488,77.3479282571643,7,1,0,1485,1,4,0.72638596636841,4,1,Crossings Republik
201,28.744823274374667,77.36816862674219,13,2,0,1124,1,3,0.3736041841330553,2,1,Mohan Nagar
202,28.696282013323152,77.48275762664375,1,0,0,1679,1,2,0.966089612408562,2,0,Nehru Nagar
203,28.74336710392956,77.46133954650851,2,0,0,4283,9,1,0.8578597423348899,2,0,Pratap Vihar
204,28.73071610865897,77.37570927995546,5,1,0,1267,7,3,0.3726396073323659,2,1,Mohan Nagar
205,28.72082731567272,77.42198549950496,3,0,0,4184,0,0,0.2080654317958525,4,0,Rajendra Nagar
206,28.62114576521952,77.36612110905428,1,0,0,4709,7,1,0.2809335973297319,3,0,Vaishali
207,28.630177664407174,77.42669111725863,1,0,0,4090,8,3,0.7628542503098092,2,0,Kaushambi
208,28.627575874534053,77.35187606912636,4,0,0,786,6,1,0.9824072186287032,2,0,Vaishali
209,28.627351338243983,77.48781089039086,1,0,0,4491,6,4,0.9376372669791826,2,0,Raj Nagar
210,28.69445141454726,77.31618181634566,0,0,0,2414,6,4,0.32518716620995,1,0,Crossings Republik
211,28.72307114025361,77.35575264001999,14,2,0,2016,5,3,0.5909746562855781,0,1,Mohan Nagar
212,28.62954668030427,77.34703225093385,1,0,0,3914,1,4,0.915562382497278,4,0,Indirapuram
213,28.62140002173469,77.32227941052051,0,0,0,1312,0,3,0.522817727927132,2,0,Indirapuram
214,28.725456701260164,77.37429013662118,2,0,0,2458,9,1,0.4535010546071273,2,0,Mohan Nagar
215,28.65088915146734,77.37512244694832,0,0,0,2162,9,1,0.4749127425021953,1,0,Muradnagar
216,28.612867056974537,77.37949049130027,1,0,0,2128,3,1,0.2766959000495446,3,0,Vaishali
217,28.72765034887012,77.36923581160326,1,0,0,1523,2,0,0.7517269025952531,1,0,Mohan Nagar
218,28.72885725736873,77.45160482996864,4,0,0,3737,1,1,0.2444494967882205,4,0,Pratap Vihar
219,28.617009317117745,77.36599357242494,1,0,0,1711,5,4,0.9621739371543254,4,0,Vaishali
220,28.713478593856717,77.37535894349679,8,2,0,2461,5,2,0.644512627192652,4,1,Mohan Nagar
221,28.730644948093875,77.32094860906308,2,0,0,2779,0,3,0.72444510290091,2,0,Wave City
222,28.72472119454049,77.38163687985039,0,0,0,2736,0,0,0.7851645006643657,3,0,Mohan Nagar
223,28.66972815299517,77.47682991545467,0,0,0,3576,5,0,0.5484289280075793,4,0,Kavi Nagar
224,28.602518313757283,77.33435190156632,1,0,0,1725,0,0,0.5130637134113796,1,0,Indirapuram
225,28.671190486897896,77.31041773103105,2,0,0,3387,2,1,0.7918597625725923,3,0,Loni
226,28.73402612143218,77.34361998648018,1,0,0,3440,6,3,0.6358417514302711,4,0,Wave City
227,28.669598013963373,77.35055589667236,2,2,0,3578,6,4,0.8161229867116184,0,0,Muradnagar
228,28.690819729100586,77.33303120179058,0,0,0,1410,1,3,0.9962983959920376,3,0,Crossings Republik
229,28.608708421873217,77.3552391078651,10,1,0,2315,9,0,0.9618067741282968,2,1,Vaishali
230,28.60380536616072,77.36299522872278,2,0,0,2517,6,3,0.6997839064755543,3,0,Vaishali
231,28.741933334334032,77.4578536584617,1,0,0,3258,0,1,0.5866312513819906,4,0,Pratap Vihar
232,28.6429410528269,77.38430389282513,0,2,0,2171,7,3,0.8759826861216036,4,0,Muradnagar
233,28.605047834363543,77.3876017177014,0,0,0,3858,3,2,0.8258126075125622,0,0,Vaishali
234,28.735419862561457,77.37694846506155,2,0,0,1569,9,2,0.6643591963561497,4,0,Mohan Nagar
235,28.731817084637704,77.49550636957208,12,1,0,4996,8,4,0.4438533162916477,1,1,Pratap Vihar
236,28.60195880847133,77.47602722623822,0,0,0,2427,9,0,0.4600906055808312,4,0,Raj Nagar
237,28.656972114851463,77.45113630461874,0,0,0,4402,3,1,0.5004657727735151,0,0,Kavi Nagar
238,28.61043874303372,77.35317605879686,3,0,0,2869,1,0,0.3817973648389909,1,0,Vaishali
239,28.63835487029313,77.42960017547192,3,0,0,1695,6,0,0.5627618374237693,0,0,Modinagar
240,28.74197487256057,77.42874955589663,1,0,0,3424,3,0,0.5662563810864458,1,0,Rajendra Nagar
241,28.61518871945346,77.36736243237613,10,2,0,3499,4,3,0.2444974147387751,3,1,Vaishali
242,28.677677575990515,77.44423123250066,11,1,0,511,1,1,0.7619050427205238,4,1,Shastri Nagar
243,28.709744441947823,77.451668211789,14,1,0,546,8,0,0.4241733808878301,0,1,Nehru Nagar
244,28.61519002163532,77.30381833384885,2,0,1,3938,2,0,0.6194132012810296,4,0,Indirapuram
245,28.6152577018806,77.32570660811314,15,1,0,4086,2,3,0.8278154825448709,1,1,Indirapuram
246,28.61936555989384,77.47484166769364,3,2,0,2217,8,3,0.6774471998550533,3,0,Raj Nagar
247,28.678246065289468,77.34457388471861,2,0,0,1975,7,4,0.7463533978021344,4,0,Crossings Republik
248,28.60532730154882,77.39274454879076,2,0,0,1265,4,3,0.5937529400137956,2,0,Vaishali
249,28.605741357672663,77.33727813199823,2,0,0,4075,8,0,0.2249574136250207,2,0,Indirapuram
250,28.64697445657477,77.43662037999508,2,0,0,1047,2,4,0.4009884806903901,0,0,Modinagar
251,28.661284973431066,77.34876109713944,0,0,0,2028,4,2,0.2932440780231632,4,0,Loni
252,28.69409208779196,77.30577034210158,3,0,0,3362,7,3,0.7548653102335705,0,0,Crossings Republik
253,28.626278776501252,77.41977864775212,1,0,0,3849,0,1,0.2007676377690075,4,0,Kaushambi
254,28.74057755504238,77.48379846439646,3,0,0,1086,9,1,0.3045846911076327,3,0,Pratap Vihar
255,28.61128134949894,77.41409079100289,1,0,0,4022,4,3,0.7265115074217106,3,0,Kaushambi
256,28.600743516109816,77.3700006710939,3,0,0,3042,1,0,0.3269437127164905,3,0,Vaishali
257,28.67961110970551,77.30693832064571,0,0,0,1207,6,0,0.9260122146059376,2,0,Crossings Republik
258,28.60846737452444,77.3794984801969,1,0,0,4506,1,2,0.2819890651131418,1,0,Vaishali
259,28.670867741541965,77.34002223512415,1,1,0,4486,0,0,0.2641638224318197,1,0,Loni
260,28.700769506500546,77.45773096492056,1,0,0,2142,1,4,0.4393314222073662,1,0,Nehru Nagar
261,28.664059506029773,77.39479340119735,1,0,0,4302,9,0,0.2837802441236557,4,0,Muradnagar
262,28.715866858962837,77.34175926209203,1,0,0,1099,9,1,0.5800134981802965,3,0,Wave City
263,28.70374059003252,77.45096490498581,0,0,0,3215,1,3,0.5744361545596683,3,0,Nehru Nagar
264,28.621726667700518,77.38139435600901,0,0,0,4440,9,4,0.6464483875291256,0,0,Vaishali
265,28.624054524361732,77.31819205901849,1,0,0,1044,4,1,0.4335339809405789,4,0,Indirapuram
266,28.727436716003385,77.3149682047033,12,2,0,3392,0,0,0.6913127293761545,2,1,Wave City
267,28.64615186550856,77.42242685362851,2,0,0,1200,1,3,0.9543864856964022,1,0,Modinagar
268,28.74825344160044,77.31572841744472,13,1,0,1440,6,0,0.7191115419241105,0,1,Wave City
269,28.68061163485673,77.39419371616296,6,2,0,1697,2,3,0.7711382612169253,2,1,Govindpuram
270,28.74381385515937,77.48543838145933,8,1,0,3835,3,0,0.7181810492231337,0,1,Pratap Vihar
271,28.703648956683548,77.33685710468448,1,0,0,3401,8,3,0.6844033143128467,3,0,Crossings Republik
